Title,Origin,Page,Link,Open Link,Composers,Tags,AI_Guessed_Key,Reference,Key,Genre,Key_Match,Predicted Key
The Last Cowboy Song - G,Sun City Uke,,https://scukes.org/songs/The%20Last%20Cowboy%20Song%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
The Last Farewell,Sun City Uke,,https://scukes.org/songs/The%20Last%20Farewell.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
The Last Thing On My Mind,Sun City Uke,,https://scukes.org/songs/The%20Last%20Thing%20On%20My%20Mind.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
The Letter - Am,Sun City Uke,,https://scukes.org/songs/The%20Letter%20-%20Am.pdf,Open Song,,Ukulele,Am,Sun City Uke Club,Am,Pop/Rock,Match,
The Letter - Dm,Sun City Uke,,https://scukes.org/songs/The%20Letter%20-%20Dm.pdf,Open Song,,Ukulele,G,Sun City Uke Club,Dm,Pop/Rock,Mismatch,
The Letter NW,Sun City Uke,,https://scukes.org/songs/The%20Letter%20NW.pdf,Open Song,,Ukulele,Am,Sun City Uke Club,,Pop/Rock,,
The Lion Sleeps Tonight - C,Sun City Uke,,https://scukes.org/songs/The%20Lion%20Sleeps%20Tonight%20-%20C.pdf,Open Song,,Ukulele,G,Sun City Uke Club,C,Pop/Rock,Mismatch,
The Lion Sleeps Tonight - F,Sun City Uke,,https://scukes.org/songs/The%20Lion%20Sleeps%20Tonight%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
The Loco-Motion - C,Sun City Uke,,https://scukes.org/songs/The%20Loco-Motion%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
The Long And Winding Road - C,Sun City Uke,,https://scukes.org/songs/The%20Long%20And%20Winding%20Road%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
The Man Who Shot Liberty Valance,Sun City Uke,,https://scukes.org/songs/The%20Man%20Who%20Shot%20Liberty%20Valance.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
The Marvelous Toy,Sun City Uke,,https://scukes.org/songs/The%20Marvelous%20Toy.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
The Mighty Quinn - G,Sun City Uke,,https://scukes.org/songs/The%20Mighty%20Quinn%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
The Moon Is a Silver Dollar-F,Doctor Uke,,https://www.doctoruke.com/moonisasilverdollarf.pdf,Open Song,,Ukulele,F,Dr. Uke,F,Pop/Rock,Match,
The More We Get Together,Sun City Uke,,https://scukes.org/songs/The%20More%20We%20Get%20Together.pdf,Open Song,,Ukulele,F,Sun City Uke Club,,Pop/Rock,,
The Most Beautiful Girl In The World,Sun City Uke,,https://scukes.org/songs/The%20Most%20Beautiful%20Girl%20In%20The%20World.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
The Name Game - C,Sun City Uke,,https://scukes.org/songs/The%20Name%20Game%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
The Night Before - G,Sun City Uke,,https://scukes.org/songs/The%20Night%20Before%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
The Night Has a Thousand Eyes,Doctor Uke,,https://www.doctoruke.com/nighthasathousandeyes.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
The Night The Lights Went Out In Georgia - Am,Sun City Uke,,https://scukes.org/songs/The%20Night%20The%20Lights%20Went%20Out%20In%20Georgia%20-%20Am.pdf,Open Song,,Ukulele,Em,Sun City Uke Club,Am,Pop/Rock,Mismatch,
The Night They Drove Old Dixie Down,Sun City Uke,,https://scukes.org/songs/The%20Night%20They%20Drove%20Old%20Dixie%20Down.pdf,Open Song,,Ukulele,Am,Sun City Uke Club,,Pop/Rock,,
The Older I Get - D,Sun City Uke,,https://scukes.org/songs/The%20Older%20I%20Get%20-%20D.pdf,Open Song,,Ukulele,A,Sun City Uke Club,D,Pop/Rock,Mismatch,
The Rose - C,Sun City Uke,,https://scukes.org/songs/The%20Rose%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
The Rose Of The San Joaquin,Sun City Uke,,https://scukes.org/songs/The%20Rose%20Of%20The%20San%20Joaquin.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
The Shoop Shoop Song,Sun City Uke,,https://scukes.org/songs/The%20Shoop%20Shoop%20Song.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
The Spider And The Fly,Sun City Uke,,https://scukes.org/songs/The%20Spider%20And%20The%20Fly.pdf,Open Song,,Ukulele,B,Sun City Uke Club,,Pop/Rock,,
The Story of a Starry Night Medley (4 songs),Doctor Uke,,https://www.doctoruke.com/storymedley.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
The Summer Wind,Sun City Uke,,https://scukes.org/songs/The%20Summer%20Wind.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
The Thrill Is Gone,Sun City Uke,,https://scukes.org/songs/The%20Thrill%20Is%20Gone.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
The Thrill Is Gone-Cm,Doctor Uke,,https://www.doctoruke.com/thrillisgonecm.pdf,Open Song,,Ukulele,G,Dr. Uke,Cm,Pop/Rock,Mismatch,
The Times They Are A Changin',Sun City Uke,,https://scukes.org/songs/The%20Times%20They%20Are%20A%20Changin'.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
The Uke Is On The March,Sun City Uke,,https://scukes.org/songs/The%20Uke%20Is%20On%20The%20March.pdf,Open Song,,Ukulele,B,Sun City Uke Club,,Pop/Rock,,
The Wanderer - F,Sun City Uke,,https://scukes.org/songs/The%20Wanderer%20-%20F.pdf,Open Song,,Ukulele,Bb,Sun City Uke Club,F,Pop/Rock,Mismatch,
The Wanderer (female) - D,Sun City Uke,,https://scukes.org/songs/The%20Wanderer%20(female)%20-%20D.pdf,Open Song,,Ukulele,D,Sun City Uke Club,D,Pop/Rock,Match,
The Water Is Wide - C,Sun City Uke,,https://scukes.org/songs/The%20Water%20Is%20Wide%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
The Water Is Wide - F,Sun City Uke,,https://scukes.org/songs/The%20Water%20Is%20Wide%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
The Way You Do the Things You Do - G,Sun City Uke Book 4,,https://scukes.org/songs4/The%20Way%20You%20Do%20the%20Things%20You%20Do%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
The Wonder Of You - C,Sun City Uke,,https://scukes.org/songs/The%20Wonder%20Of%20You%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
The Wreck Of The Old 97 - D,Sun City Uke,,https://scukes.org/songs/The%20Wreck%20Of%20The%20Old%2097%20-%20D.pdf,Open Song,,Ukulele,G,Sun City Uke Club,D,Pop/Rock,Mismatch,
The Yellow Rose Of Texas - F,Sun City Uke,,https://scukes.org/songs/The%20Yellow%20Rose%20Of%20Texas%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
Them There Eyes,Dr. Uke 3900,,https://doctoruke.com/themthereeyes.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Then He Kissed Me,Doctor Uke,,https://www.doctoruke.com/thenhekissedme.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Then He Kissed Me - F,Sun City Uke Book 4,,https://scukes.org/songs4/Then%20He%20Kissed%20Me%20-%20F.pdf,Open Song,,Ukulele,,Sun City Uke Club,F,Pop/Rock,,
Then Came You,Dr. Uke 3900,,https://doctoruke.com/thencameyou.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Then He Kissed Me,Dr. Uke 3900,,https://doctoruke.com/thenhekissedme.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Then He Kissed Me Bar,Dr. Uke 3900,,https://doctoruke.com/thenhekissedmebar.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Then I'd Be Satisfied With Life-D,Dr. Uke 3900,,https://doctoruke.com/thenidbesatisfied.pdf,Open Song,,Ukulele,C,Dr. Uke,D,Pop/Rock,Mismatch,
Then I Kissed Her,Dr. Uke 3900,,https://doctoruke.com/thenikissedher.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
I Wanna Go Where You Go (Then I'll Be Happy),Dr. Uke 3900,,https://doctoruke.com/thenillbehappy.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Then I'll Be Tired of You,Dr. Uke 3900,,https://doctoruke.com/thenillbetiredofyou.pdf,Open Song,,Ukulele,E,Dr. Uke,,Pop/Rock,,
Then You Can Tell Me Goodbye,Dr. Uke 3900,,https://doctoruke.com/thenyoucantellmegoodbye.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
There Is a Ship-D (The Water Is Wide),Doctor Uke,,https://www.doctoruke.com/wateriswide.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
There Is a Tavern in the Town,Sun City Uke Book 2,,https://scukes.org/songs2/There%20Is%20a%20Tavern%20in%20the%20Town.pdf,Open Song,,Ukulele,C,Sun City Uke Club,,Pop/Rock,,
There Is A Tavern In The Town - C,Sun City Uke,,https://scukes.org/songs/There%20Is%20A%20Tavern%20In%20The%20Town%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
There Is A Tavern In The Town NW,Sun City Uke,,https://scukes.org/songs/There%20Is%20A%20Tavern%20In%20The%20Town%20NW.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
There She Goes,Ukejams 2026 Songbook,1049,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
There's a Kind of Hush,Ukejams 2026 Songbook,1047,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,G,Ukejams 2026 Songbook,,Pop/Rock,,
There's a Tear in My Beer,Sun City Uke Book 2,,https://scukes.org/songs2/There's%20a%20Tear%20in%20My%20Beer.pdf,Open Song,,Ukulele,Eb,Sun City Uke Club,,Pop/Rock,,
There's A Tear In My Beer - C,Sun City Uke,,https://scukes.org/songs/There's%20A%20Tear%20In%20My%20Beer%20-%20C.pdf,Open Song,,Ukulele,Eb,Sun City Uke Club,C,Pop/Rock,Mismatch,
There's No Place Like Home,Ukejams 2026 Songbook,1048,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
There Goes My Baby,Dr. Uke 3900,,https://doctoruke.com/theregoesmybaby.pdf,Open Song,,Ukulele,Am,Dr. Uke,,Pop/Rock,,
There Goes My Everything-G,Dr. Uke 3900,,https://doctoruke.com/theregoesmyeverything.pdf,Open Song,,Ukulele,F,Dr. Uke,G,Pop/Rock,Mismatch,
There Goes My Heart,Dr. Uke 3900,,https://doctoruke.com/theregoesmyheart.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
There Is a Tavern in the Town,Dr. Uke 3900,,https://doctoruke.com/thereisatavern.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
There! I've Said It Again,Dr. Uke 3900,,https://doctoruke.com/thereivesaiditagain.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
There! I've Said It Again-no key change,Dr. Uke 3900,,https://doctoruke.com/thereivesaiditagainnkc.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
There'll Be Some Changes Made,Dr. Uke 3900,,https://doctoruke.com/therellbesomechanges.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
There's a Kind of Hush,Dr. Uke 3900,,https://doctoruke.com/theresakindofhush.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
There's Always Something There To Remind Me,Dr. Uke 3900,,https://doctoruke.com/theresalwayssomethingthere.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
There's a Meetin' Here Tonight,Dr. Uke 3900,,https://doctoruke.com/theresameetinheretonight.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
There's a Rainbow 'Round My Shoulder-D,Dr. Uke 3900,,https://doctoruke.com/theresarainbowround.pdf,Open Song,,Ukulele,D,Dr. Uke,D,Pop/Rock,Match,
There's a Small Hotel,Dr. Uke 3900,,https://doctoruke.com/theresasmallhotel.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
There's No Business Like Show Business,Dr. Uke 3900,,https://doctoruke.com/theresnobusiness.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
There Will Never Be Another You,Dr. Uke 3900,,https://doctoruke.com/therewillneverbeanotheryou.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
These Boots Were Made For Walking,Sun City Uke,,https://scukes.org/songs/These%20Boots%20Were%20Made%20For%20Walking.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
These Boots Were Made for Walking,Sun City Uke Book 1,,https://scukes.org/songs1/These%20Boots%20Were%20Made%20for%20Walking.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
These Foolish Things,Sun City Uke,,https://scukes.org/songs/These%20Foolish%20Things.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
These Boots Are Made For Walkin',Dr. Uke 3900,,https://doctoruke.com/theseboots.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
These Days,Dr. Uke 3900,,https://doctoruke.com/thesedays.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
These Eyes,Dr. Uke 3900,,https://doctoruke.com/theseeyes.pdf,Open Song,,Ukulele,G,Dr. Uke,,Blues / Soul,,
These Foolish Things (Remind Me of You),Dr. Uke 3900,,https://doctoruke.com/thesefoolishthings.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
They Call Me The Breeze - G,Sun City Uke,,https://scukes.org/songs/They%20Call%20Me%20The%20Breeze%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
They Call the Wind Maria,Ukejams 2026 Songbook,1050,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
They Call The Wind Mariah - C,Sun City Uke,,https://scukes.org/songs/They%20Call%20The%20Wind%20Mariah%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
They Call the Wind Mariah - C,Sun City Uke Book 4,,https://scukes.org/songs4/They%20Call%20the%20Wind%20Mariah%20-%20C.pdf,Open Song,,Ukulele,,Sun City Uke Club,C,Pop/Rock,,
They All Laughed-D,Dr. Uke 3900,,https://doctoruke.com/theyalllaughed.pdf,Open Song,,Ukulele,F#,Dr. Uke,D,Pop/Rock,Mismatch,
They Call the Wind Mariah,Dr. Uke 3900,,https://doctoruke.com/theycallmariah.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
They Can't Take That Away From Me,Dr. Uke 3900,,https://doctoruke.com/theycanttakethataway.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
They Didn't Believe Me,Dr. Uke 3900,,https://doctoruke.com/theydidntbelieveme.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
They Say It's Wonderful,Dr. Uke 3900,,https://doctoruke.com/theysayitswonderful.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
They Were You,Dr. Uke 3900,,https://doctoruke.com/theywereyou.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
The Thing-G,Dr. Uke 3900,,https://doctoruke.com/thing.pdf,Open Song,,Ukulele,A,Dr. Uke,G,Pop/Rock,Mismatch,
The Thing-no key change-G,Dr. Uke 3900,,https://doctoruke.com/thingnkc.pdf,Open Song,,Ukulele,G,Dr. Uke,G,Pop/Rock,Match,
Things,Dr. Uke 3900,,https://doctoruke.com/things.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Things We Do For Love,Ukejams 2026 Songbook,1051,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
"Things We Do for Love, The",Ukejams 2026 Songbook,1052,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Things We Said Today,Sun City Uke,,https://scukes.org/songs/Things%20We%20Said%20Today.pdf,Open Song,,Ukulele,Am,Sun City Uke Club,,Pop/Rock,,
Things We Said Today,Sun City Uke Book 1,,https://scukes.org/songs1/Things%20We%20Said%20Today.pdf,Open Song,,Ukulele,Am,Sun City Uke Club,,Pop/Rock,,
Things We Said Today-Em,Doctor Uke,,https://www.doctoruke.com/thingswesaidemcomb.pdf,Open Song,,Ukulele,Em,Dr. Uke,Em,Pop/Rock,Match,
Things Are Looking Up,Dr. Uke 3900,,https://doctoruke.com/thingsarelookingup.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
Things Have Changed-D,Dr. Uke 3900,,https://doctoruke.com/thingshavechanged.pdf,Open Song,,Ukulele,Am,Dr. Uke,D,Pop/Rock,Mismatch,
Things-no key change,Dr. Uke 3900,,https://doctoruke.com/thingsnkc.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
The Things We Did Last Summer,Dr. Uke 3900,,https://doctoruke.com/thingswedidlastsummer.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
The Things We Do For Love,Dr. Uke 3900,,https://doctoruke.com/thingswedoforlove.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Things We Said Today-Dm,Dr. Uke 3900,,https://doctoruke.com/thingswesaiddm.pdf,Open Song,,Ukulele,,Dr. Uke,Dm,Pop/Rock,,
Thingswesaidembarcomb Bar,Dr. Uke 3900,,https://doctoruke.com/thingswesaidembarcomb.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Things We Said Today-Em,Dr. Uke 3900,,https://doctoruke.com/thingswesaidemcomb.pdf,Open Song,,Ukulele,Em,Dr. Uke,Em,Pop/Rock,Match,
Third Rate Romance,Dr. Uke 3900,,https://doctoruke.com/thirdrateromance.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Thirsty Boots,Dr. Uke 3900,,https://doctoruke.com/thirstyboots.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
This Beggar's Heart,Ukejams 2026 Songbook,1053,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
This Boy - G,Sun City Uke,,https://scukes.org/songs/This%20Boy%20-%20G.pdf,Open Song,,Ukulele,D,Sun City Uke Club,G,Pop/Rock,Mismatch,
This Diamond Ring - Em,Sun City Uke Book 4,,https://scukes.org/songs4/This%20Diamond%20Ring%20-%20Em.pdf,Open Song,,Ukulele,,Sun City Uke Club,Em,Pop/Rock,,
This Guy's In Love With You - C,Sun City Uke,,https://scukes.org/songs/This%20Guy's%20In%20Love%20With%20You%20-%20C.pdf,Open Song,,Ukulele,A,Sun City Uke Club,C,Pop/Rock,Mismatch,
This Land Is Your Land,Sun City Uke Book 1,,https://scukes.org/songs1/This%20Land%20Is%20Your%20Land.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
This Land Is Your Land - A,Sun City Uke,,https://scukes.org/songs/This%20Land%20Is%20Your%20Land%20-%20A.pdf,Open Song,,Ukulele,A,Sun City Uke Club,A,Pop/Rock,Match,
This Land Is Your Land - C,Sun City Uke,,https://scukes.org/songs/This%20Land%20Is%20Your%20Land%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
This Land is Your Land 1055 This Life,Ukejams 2026 Songbook,1056,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
This Little Light Of Mine - C,Sun City Uke,,https://scukes.org/songs/This%20Little%20Light%20Of%20Mine%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
This Little Light-x,Sun City Uke,,https://scukes.org/songs/This%20Little%20Light-x.pdf,Open Song,,Ukulele,C,Sun City Uke Club,,Pop/Rock,,
This Love,Ukejams 2026 Songbook,1057,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
This Love (D),Ukejams 2026 Songbook,1058,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,D,Pop/Rock,,
This Magic Moment - C,Sun City Uke,,https://scukes.org/songs/This%20Magic%20Moment%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
This Old House - C,Sun City Uke,,https://scukes.org/songs/This%20Old%20House%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
This Year,Ukejams 2026 Songbook,1059,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
This Boy,Dr. Uke 3900,,https://doctoruke.com/thisboy.pdf,Open Song,,Ukulele,E,Dr. Uke,,Pop/Rock,,
This Can't Be Love,Dr. Uke 3900,,https://doctoruke.com/thiscantbelove.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
The Steve Allen Show theme (This Could Be the Start of Something Big),Dr. Uke 3900,,https://doctoruke.com/thiscouldbethestart.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
This Diamond Ring-G,Dr. Uke 3900,,https://doctoruke.com/thisdiamondring.pdf,Open Song,,Ukulele,Eb,Dr. Uke,G,Pop/Rock,Mismatch,
This Guy's In Love With You-A,Dr. Uke 3900,,https://doctoruke.com/thisguysinlovea.pdf,Open Song,,Ukulele,F#m,Dr. Uke,A,Pop/Rock,Mismatch,
This Guy's In Love With You-C,Dr. Uke 3900,,https://doctoruke.com/thisguysinlovec.pdf,Open Song,,Ukulele,Am,Dr. Uke,C,Pop/Rock,Mismatch,
This Is It,Dr. Uke 3900,,https://doctoruke.com/thisisit.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
This Is My Song-G,Dr. Uke 3900,,https://doctoruke.com/thisismysong.pdf,Open Song,,Ukulele,G,Dr. Uke,G,Pop/Rock,Match,
This Land Is Your Land-D,Dr. Uke 3900,,https://doctoruke.com/thislandisyourland.pdf,Open Song,,Ukulele,,Dr. Uke,D,Pop/Rock,,
This Little Bird-D,Dr. Uke 3900,,https://doctoruke.com/thislittlebird.pdf,Open Song,,Ukulele,Dm,Dr. Uke,D,Pop/Rock,Mismatch,
This Little Light of Mine,Dr. Uke 3900,,https://doctoruke.com/thislittlelightofmine.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
This Magic Moment,Dr. Uke 3900,,https://doctoruke.com/thismagicmoment.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
This Masquerade,Dr. Uke 3900,,https://doctoruke.com/thismasquerade.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
This Moment In Time-A,Dr. Uke 3900,,https://doctoruke.com/thismomentintimea.pdf,Open Song,,Ukulele,Bb,Dr. Uke,A,Pop/Rock,Mismatch,
This Moment In Time-A-no key change-A,Dr. Uke 3900,,https://doctoruke.com/thismomentintimeankc.pdf,Open Song,,Ukulele,A,Dr. Uke,A,Pop/Rock,Match,
This Moment In Time-C,Dr. Uke 3900,,https://doctoruke.com/thismomentintimec.pdf,Open Song,,Ukulele,Db,Dr. Uke,C,Pop/Rock,Mismatch,
This Moment In Time-C-no key change-C,Dr. Uke 3900,,https://doctoruke.com/thismomentintimecnkc.pdf,Open Song,,Ukulele,C,Dr. Uke,C,Pop/Rock,Match,
This Nearly Was Mine,Dr. Uke 3900,,https://doctoruke.com/thisnearlywasmine.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
This Night Won't Last Forever,Dr. Uke 3900,,https://doctoruke.com/thisnightwontlast.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
This Old Guitar,Dr. Uke 3900,,https://doctoruke.com/thisoldguitar.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
This Old Heart of Mine (Is Weak for You),Dr. Uke 3900,,https://doctoruke.com/thisoldheartofmine.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
This Ole House,Dr. Uke 3900,,https://doctoruke.com/thisolehouse.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
This One's For the Girls,Dr. Uke 3900,,https://doctoruke.com/thisonesforthegirls.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
This One's For You,Dr. Uke 3900,,https://doctoruke.com/thisonesforyou.pdf,Open Song,,Ukulele,C#,Dr. Uke,,Pop/Rock,,
This Time the Dream's On Me,Dr. Uke 3900,,https://doctoruke.com/thistimethedreamsonme.pdf,Open Song,,Ukulele,G,Dr. Uke,,Soundtrack / Theme,,
This Train,Dr. Uke 3900,,https://doctoruke.com/thistrain.pdf,Open Song,,Ukulele,Am,Dr. Uke,,Soundtrack / Theme,,
This Will Make You Laugh,Dr. Uke 3900,,https://doctoruke.com/thiswillmakeyoulaugh.pdf,Open Song,,Ukulele,D#,Dr. Uke,,Soundtrack / Theme,,
This Year's Kisses,Dr. Uke 3900,,https://doctoruke.com/thisyearskisses.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
"Those Lazy, Hazy, Crazy Days Of Summer - C",Sun City Uke,,"https://scukes.org/songs/Those%20Lazy,%20Hazy,%20Crazy%20Days%20Of%20Summer%20-%20C.pdf",Open Song,,Ukulele,F,Sun City Uke Club,C,Pop/Rock,Mismatch,
"Those Lazy, Hazy, Crazy Days Of Summer x - F",Sun City Uke,,"https://scukes.org/songs/Those%20Lazy,%20Hazy,%20Crazy%20Days%20Of%20Summer%20x%20-%20F.pdf",Open Song,,Ukulele,C,Sun City Uke Club,F,Pop/Rock,Mismatch,
Those Oldies but Goodies,Sun City Uke,,https://scukes.org/songs/Those%20Oldies%20but%20Goodies.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,Pop/Rock,,
